1863.169882   12.426010   0.020150
1863.179028   12.412380   0.022060
1863.188111   12.411720   0.025580
1863.197263   12.399550   0.023150
1863.206453   12.403640   0.022810
1863.215516   12.413490   0.027490
1863.224486   12.405320   0.026160
1863.233708   12.402270   0.027730
1863.243026   12.385240   0.027950
1863.252052   12.344720   0.025500
1863.260978   12.395040   0.023960
1863.270074   12.371160   0.027090
1863.279229   12.412070   0.024490
1863.288341   12.419380   0.023440
1863.297662   12.427210   0.022110
1863.306748   12.415270   0.025240
1863.315898   12.416300   0.024940
1863.325261   12.389030   0.024420
1863.334632   12.421220   0.025240
1863.344416   12.410130   0.024830
1863.353962   12.393490   0.023730
1863.363511   12.397960   0.021360
1863.372640   12.397040   0.020210
1863.381795   12.409560   0.020500
1863.391577   12.407450   0.021420
1863.400670   12.405980   0.022630
1863.410157   12.408900   0.022810
1863.419415   12.404310   0.023740
1863.428728   12.411490   0.025170
1863.438171   12.405370   0.026040
1863.447725   12.410830   0.027080
1863.457038   12.414960   0.031350
1863.464667   12.388020   0.036580
1863.471563   12.384030   0.037140
1863.477686   12.400160   0.035510
1863.482900   12.390860   0.035390
1863.487037   12.402430   0.037410
1863.490505   12.413470   0.037470
1863.494064   12.396000   0.036200
1863.496621   12.388900   0.037010
1863.498272   12.376710   0.037070
1863.500087   12.402530   0.038280
1863.501889   12.394460   0.039200
1863.503937   12.377150   0.055620
1864.122118   12.407720   0.016690
1864.131216   12.395270   0.021550
1864.140349   12.396760   0.019290
1864.149328   12.403440   0.019400
1864.158727   12.404680   0.018360
1864.168077   12.395440   0.023450
1864.177441   12.406160   0.021530
1864.186471   12.423530   0.017840
1864.195786   12.412970   0.022000
1864.204761   12.401350   0.019920
1864.213956   12.411300   0.019110
1864.223275   12.406720   0.018540
1864.232312   12.418430   0.022640
1864.241734   12.399000   0.022230
1864.250994   12.409450   0.018880
1864.260292   12.411820   0.022520
1864.269452   12.413390   0.019800
1864.278712   12.403930   0.023500
1864.288040   12.409580   0.023390
1864.297228   12.413050   0.022290
1864.306786   12.421350   0.023330
1864.315982   12.412770   0.023150
1864.325240   12.406850   0.022290
1864.334830   12.419690   0.021940
1864.344223   12.416010   0.029390
1864.353629   12.407800   0.028000
1864.362884   12.391950   0.030320
1864.372284   12.423100   0.036780
1864.381718   12.395160   0.031700
1864.391386   12.398520   0.027080
1864.401175   12.388190   0.035070
1864.410777   12.383650   0.030430
1864.420158   12.399710   0.031480
1864.429378   12.399040   0.033730
1864.438639   12.432800   0.038280
1864.448098   12.427100   0.043090
1864.457409   12.432530   0.045090
1864.465120   12.401730   0.041800
1864.472313   12.394380   0.048120
1864.477494   12.432890   0.053030
1864.482643   12.397870   0.070480
1864.486002   12.491290   0.110010
1864.489646   12.369640   0.088540
1864.492216   12.389740   0.062260
1864.494776   12.419100   0.067790
1864.496480   12.437420   0.069780
1864.498365   12.383940   0.067760
1864.500091   12.383790   0.066700
1864.501760   12.416600   0.067820
1865.081649   12.413650   0.025660
1865.090914   12.420010   0.025940
1865.103000   12.414240   0.024610
1865.112265   12.424600   0.023730
1865.121493   12.405860   0.028420
1865.180915   12.412900   0.016800
1865.189934   12.400300   0.013630
1865.199137   12.406420   0.017030
1865.208040   12.404050   0.013680
1865.217207   12.412740   0.020390
1865.226382   12.402350   0.019350
1865.235932   12.409910   0.021260
1865.245886   12.415220   0.021190
1865.255783   12.400460   0.021600
1865.265750   12.425300   0.026980
1865.275774   12.410250   0.023790
1865.285892   12.406720   0.021090
1865.295973   12.407500   0.022980
1865.306185   12.401020   0.022410
1865.316145   12.398160   0.022240
1865.326150   12.399080   0.024310
1865.336276   12.403190   0.029160
1865.346577   12.431020   0.024940
1865.356675   12.418450   0.024370
1865.366659   12.428660   0.027720
1865.376904   12.426880   0.027080
1865.387088   12.429020   0.028350
1865.397153   12.435780   0.029160
1865.407149   12.426580   0.028000
1865.417333   12.423870   0.026100
1865.427630   12.426450   0.027540
1865.437669   12.413070   0.027080
1865.448171   12.403320   0.033310
1865.457324   12.429920   0.036850
1865.465615   12.403490   0.041530
1865.471988   12.412780   0.049840
1865.477591   12.426630   0.057550
1865.482335   12.412980   0.049450
1865.486159   12.424200   0.060110
1865.489785   12.405360   0.047410
1865.492667   12.382950   0.048850
1865.494427   12.381170   0.045290
1865.496283   12.362630   0.040150
1865.498551   12.406030   0.069340
1866.165339   12.410600   0.015130
1866.174723   12.409170   0.015190
1866.184057   12.402030   0.015360
1866.193410   12.407730   0.015710
1866.202706   12.409270   0.016340
1866.212035   12.411460   0.016570
1866.221409   12.396490   0.016800
1866.230791   12.413060   0.016630
1866.240551   12.410720   0.016510
1866.250004   12.402180   0.016510
1866.259354   12.403530   0.016980
1867.193045   12.419780   0.011610
1867.202355   12.408490   0.011890
1867.211516   12.413420   0.011950
1867.220585   12.406140   0.012530
1867.230131   12.406990   0.012760
1867.239707   12.405180   0.012700
1867.249230   12.408700   0.012530
1867.258785   12.405780   0.012700
1867.268385   12.403470   0.012930
1867.277702   12.408180   0.013220
1867.287153   12.402940   0.013340
1867.296854   12.411050   0.013630
1867.306121   12.403460   0.013570
1867.315500   12.410740   0.013970
1867.325094   12.416790   0.014260
1867.334502   12.414710   0.014660
1867.344482   12.406390   0.015010
1867.354030   12.406290   0.015010
1867.363492   12.401020   0.017150
1867.372735   12.409610   0.015820
1867.382212   12.394910   0.016220
1867.391671   12.402160   0.017380
1867.401392   12.409850   0.016860
1867.410805   12.410060   0.016340
1867.420288   12.402860   0.019750
1867.429722   12.427530   0.021420
1867.439192   12.411690   0.019860
1867.448574   12.402860   0.021650
1867.456168   12.401190   0.019340
1867.463320   12.417920   0.020210
1867.469421   12.392070   0.020030
1867.473939   12.408110   0.016920
1867.478291   12.400530   0.015700
1867.481655   12.411100   0.015940
1867.484335   12.403870   0.016920
1867.486951   12.410020   0.016630
1867.488639   12.408460   0.017030
1867.490315   12.418130   0.017840
1867.492002   12.408560   0.017150
1867.493724   12.402050   0.016800
1868.197661   12.400310   0.020260
1868.207123   12.419640   0.020270
1868.216495   12.385300   0.026580
1868.225986   12.406530   0.024600
1868.235811   12.364760   0.028080
1868.245580   12.402880   0.025580
1868.255259   12.410450   0.026160
1868.264815   12.401190   0.030270
1868.274279   12.396680   0.031760
1868.283929   12.408420   0.027480
1868.293537   12.391360   0.039740
1868.303104   12.382320   0.043650
1868.312574   12.401230   0.042230
1868.322548   12.395560   0.032430
1868.332083   12.385730   0.031420
1868.341800   12.391830   0.032340
1868.351466   12.385820   0.040750
1868.360837   12.417400   0.039880
1868.370659   12.405190   0.036730
1868.380417   12.379450   0.038990
1868.390367   12.429870   0.037830
1868.399668   12.397420   0.035300
1868.409622   12.394960   0.039510
1868.419023   12.394810   0.035690
1868.428372   12.425800   0.036550
1868.437691   12.409330   0.038120
1868.446987   12.419000   0.037240
1868.454949   12.430390   0.039550
1868.461066   12.422220   0.038860
1868.467151   12.400640   0.040600
1868.471440   12.412020   0.041280
1868.475710   12.400420   0.046020
1868.479187   12.410350   0.048460
1868.481793   12.421640   0.046770
1868.484421   12.414880   0.045380
1868.486154   12.413980   0.043250
1868.487874   12.415650   0.044980
1868.489584   12.417780   0.045510
1868.491280   12.404880   0.047140
1868.552972   12.473190   0.076250
1868.562396   12.434810   0.065810
1868.581531   12.460040   0.095610
1868.591155   12.453920   0.116770
1869.239644   12.362740   0.056240
1869.249027   12.426950   0.058560
1869.258676   12.396220   0.065450
1869.268460   12.398600   0.076860
1869.278238   12.366780   0.083290
1869.287800   12.308060   0.083670
1869.297392   12.449880   0.090690
1869.307040   12.413030   0.099570
1869.316570   12.361750   0.066000
1869.326588   12.432720   0.116630
1869.336288   12.379060   0.096120
1869.345912   12.392130   0.098030
1870.219778   12.407610   0.013740
